"state","county","party","votes"
"IN","Lawrence County","dem",5346
"IN","Madison County","dem",21882
"IN","Marion County","dem",162249
"IN","Marshall County","dem",5593
"IN","Martin County","dem",1522
"IN","Miami County","dem",3886
"IN","Monroe County","dem",26965
"IN","Montgomery County","dem",3536
"IN","Morgan County","dem",6650
"IN","Newton County","dem",2032
"IN","Noble County","dem",4703
"IN","Ohio County","dem",1139
"IN","Orange County","dem",2885
"IN","Owen County","dem",2536
"IN","Parke County","dem",2362
"IN","Perry County","dem",4131
"IN","Pike County","dem",2418
"IN","Porter County","dem",29388
"IN","Posey County","dem",4085
"IN","Pulaski County","dem",1750
"IN","Putnam County","dem",4103
"IN","Randolph County","dem",3812
"IN","Ripley County","dem",3510
"IN","Rush County","dem",2000
"IN","Saint Joseph County","dem",52637
"IN","Scott County","dem",3822
"IN","Shelby County","dem",4519
"IN","Spencer County","dem",3920
"IN","Starke County","dem",3987
"IN","Steuben County","dem",4345
"IN","Sullivan County","dem",3341
"IN","Switzerland County","dem",1479
"IN","Tippecanoe County","dem",20818
"IN","Tipton County","dem",2203
"IN","Union County","dem",1045
"IN","Vanderburgh County","dem",28767
"IN","Vermillion County","dem",3424
"IN","Vigo County","dem",18426
"IN","Wabash County","dem",3920
"IN","Warren County","dem",1356
"IN","Warrick County","dem",8980
"IN","Washington County","dem",3879
"IN","Wayne County","dem",10775
"IN","Wells County","dem",3112
"IN","White County","dem",3277
"IN","Whitley County","dem",3880
"KS","Allen County","dem",1922
"KS","Anderson County","dem",1295
"KS","Atchison County","dem",3120
"KS","Barber County","dem",588
"KS","Barton County","dem",2874
"KS","Bourbon County","dem",2216
"KS","Brown County","dem",1268
"KS","Butler County","dem",7495
"KS","Chase County","dem",418
"KS","Chautauqua County","dem",404
"KS","Cherokee County","dem",3726
"KS","Cheyenne County","dem",320
"KS","Clark County","dem",257
"KS","Clay County","dem",793
"KS","Cloud County","dem",1210
"KS","Coffey County","dem",1093
"KS","Comanche County","dem",200
"KS","Cowley County","dem",4818
"KS","Crawford County","dem",7617
"KS","Decatur County","dem",355
"KS","Dickinson County","dem",2364
"KS","Doniphan County","dem",1065
"KS","Douglas County","dem",28634
"KS","Edwards County","dem",386
"KS","Elk County","dem",369
"KS","Ellis County","dem",4033
"KS","Ellsworth County","dem",801
"KS","Finney County","dem",2351
"KS","Ford County","dem",2286
"KS","Franklin County","dem",3921
"KS","Geary County","dem",2531
"KS","Gove County","dem",247
"KS","Graham County","dem",334
"KS","Grant County","dem",561
"KS","Gray County","dem",408
"KS","Greeley County","dem",138
"KS","Greenwood County","dem",911
"KS","Hamilton County","dem",229
"KS","Harper County","dem",727
"KS","Harvey County","dem",5331
"KS","Haskell County","dem",227
"KS","Hodgeman County","dem",223
"KS","Jackson County","dem",2064
"KS","Jefferson County","dem",3253
"KS","Jewell County","dem",385
"KS","Johnson County","dem",97866
"KS","Kearny County","dem",272
"KS","Kingman County","dem",904
"KS","Kiowa County","dem",256
"KS","Labette County","dem",3615
"KS","Lane County","dem",181
"KS","Leavenworth County","dem",11039
"KS","Lincoln County","dem",391
"KS","Linn County","dem",1631
"KS","Logan County","dem",248
"KS","Lyon County","dem",5234
"KS","Marion County","dem",1536
"KS","Marshall County","dem",1789
"KS","McPherson County","dem",3589
"KS","Meade County","dem",356
"KS","Miami County","dem",4838
"KS","Mitchell County","dem",693
"KS","Montgomery County","dem",4338
"KS","Morris County","dem",931
"KS","Morton County","dem",276
"KS","Nemaha County","dem",1355
"KS","Neosho County","dem",2424
"KS","Ness County","dem",382
"KS","Norton County","dem",473
"KS","Osage County","dem",2537
"KS","Osborne County","dem",454
"KS","Ottawa County","dem",595
"KS","Pawnee County","dem",773
"KS","Phillips County","dem",557
"KS","Pottawatomie County","dem",2176
"KS","Pratt County","dem",1200
"KS","Rawlins County","dem",289
"KS","Reno County","dem",9114
"KS","Republic County","dem",607
"KS","Rice County","dem",1130
"KS","Riley County","dem",7908
"KS","Rooks County","dem",534
"KS","Rush County","dem",517
"KS","Russell County","dem",810
"KS","Saline County","dem",7524
"KS","Scott County","dem",347
"KS","Sedgwick County","dem",64839
"KS","Seward County","dem",1122
"KS","Shawnee County","dem",36264
"KS","Sheridan County","dem",239
"KS","Sherman County","dem",632
"KS","Smith County","dem",540
"KS","Stafford County","dem",506
"KS","Stanton County","dem",165
"KS","Stevens County","dem",310
"KS","Sumner County","dem",3217
"KS","Thomas County","dem",816
"KS","Trego County","dem",434
"KS","Wabaunsee County","dem",1001
"KS","Wallace County","dem",112
"KS","Washington County","dem",643
"KS","Wichita County","dem",183
"KS","Wilson County","dem",1060
"KS","Woodson County","dem",530
"KS","Wyandotte County","dem",34923
"KY","Adair County","dem",1764
"KY","Allen County","dem",1923
"KY","Anderson County","dem",3141
"KY","Ballard County","dem",1759
"KY","Barren County","dem",5216
"KY","Bath County","dem",2608
"KY","Bell County","dem",4210
"KY","Boone County","dem",12391
"KY","Bourbon County","dem",3198
"KY","Boyd County","dem",10132
"KY","Boyle County","dem",4646
"KY","Bracken County","dem",1213
"KY","Breathitt County","dem",3327
"KY","Breckinridge County","dem",2884
"KY","Bullitt County","dem",9043
"KY","Butler County","dem",1436
"KY","Caldwell County","dem",2245
"KY","Calloway County","dem",5728
"KY","Campbell County","dem",14253
"KY","Carlisle County","dem",1102
"KY","Carroll County","dem",1688
"KY","Carter County","dem",5577
"KY","Casey County","dem",1174
"KY","Christian County","dem",6970
"KY","Clark County","dem",5661
"KY","Clay County","dem",1901
"KY","Clinton County","dem",952
"KY","Crittenden County","dem",1438
"KY","Cumberland County","dem",848
"KY","Daviess County","dem",15788
"KY","Edmonson County","dem",1856
"KY","Elliott County","dem",2064
"KY","Estill County","dem",1907
"KY","Fayette County","dem",57994
"KY","Fleming County","dem",2406
"KY","Floyd County","dem",11132
"KY","Franklin County","dem",11620
"KY","Fulton County","dem",1340
"KY","Gallatin County","dem",1188
"KY","Garrard County","dem",1841
"KY","Grant County","dem",2818
"KY","Graves County","dem",6206
"KY","Grayson County","dem",2905
"KY","Green County","dem",1312
"KY","Greenup County","dem",7630
"KY","Hancock County","dem",1709
"KY","Hardin County","dem",11507
"KY","Harlan County","dem",4332
"KY","Harrison County","dem",2807
"KY","Hart County","dem",2470
"KY","Henderson County","dem",8101
"KY","Henry County","dem",2366
"KY","Hickman County","dem",926
"KY","Hopkins County","dem",6420
"KY","Jackson County","dem",769
"KY","Jefferson County","dem",170158
"KY","Jessamine County","dem",5476
"KY","Johnson County","dem",3288
"KY","Kenton County","dem",22834
"KY","Knott County","dem",4685
"KY","Knox County","dem",3822
"KY","Larue County","dem",1823
"KY","Laurel County","dem",5297
"KY","Lawrence County","dem",2705
"KY","Lee County","dem",878
"KY","Leslie County","dem",1266
"KY","Letcher County","dem",4192
"KY","Lewis County","dem",1667
"KY","Lincoln County","dem",2796
"KY","Livingston County","dem",2007
"KY","Logan County","dem",3768
"KY","Lyon County","dem",1769
"KY","Madison County","dem",11525
"KY","Magoffin County","dem",2843
"KY","Marion County","dem",3399
"KY","Marshall County","dem",6383
"KY","Martin County","dem",1504
"KY","Mason County","dem",2644
"KY","McCracken County","dem",11361
"KY","McCreary County","dem",1530
"KY","McLean County","dem",1823
"KY","Meade County","dem",3724
"KY","Menifee County","dem",1284
"KY","Mercer County","dem",3224
"KY","Metcalfe County","dem",1472
"KY","Monroe County","dem",1158
"KY","Montgomery County","dem",4506
"KY","Morgan County","dem",2532
"KY","Muhlenberg County","dem",6636
"KY","Nelson County","dem",6524
"KY","Nicholas County","dem",1332
"KY","Ohio County","dem",3627
"KY","Oldham County","dem",8080
"KY","Owen County","dem",1615
"KY","Owsley County","dem",430
"KY","Pendleton County","dem",1940
"KY","Perry County","dem",5400
"KY","Pike County","dem",14002
"KY","Powell County","dem",2249
"KY","Pulaski County","dem",5829
"KY","Robertson County","dem",413
"KY","Rockcastle County","dem",1320
"KY","Rowan County","dem",4556
"KY","Russell County","dem",1772
"KY","Scott County","dem",6325
"KY","Shelby County","dem",5277
"KY","Simpson County","dem",2730
"KY","Spencer County","dem",1970
"KY","Taylor County","dem",2979
"KY","Todd County","dem",1491
"KY","Trigg County","dem",2046
"KY","Trimble County","dem",1428
"KY","Union County","dem",2398
"KY","Warren County","dem",14326
"KY","Washington County","dem",1724
"KY","Wayne County","dem",2616
"KY","Webster County","dem",2304
"KY","Whitley County","dem",3985
"KY","Wolfe County","dem",1744
"KY","Woodford County","dem",4480
"LA","Acadia Parish","dem",8937
"LA","Allen Parish","dem",3791
"LA","Ascension Parish","dem",13955
"LA","Assumption Parish","dem",5585
"LA","Avoyelles Parish","dem",6976
"LA","Beauregard Parish","dem",3666
"LA","Bienville Parish","dem",3399
"LA","Bossier Parish","dem",12317
"LA","Caddo Parish","dem",51739
"LA","Calcasieu Parish","dem",32864
"LA","Caldwell Parish","dem",1384
"LA","Cameron Parish","dem",1367
"LA","Catahoula Parish","dem",1673
"LA","Claiborne Parish","dem",2854
"LA","Concordia Parish","dem",3446
"LA","De Soto Parish","dem",5026
"LA","East Baton Rouge Parish","dem",82298
"LA","East Carroll Parish","dem",1980
"LA","East Feliciana Parish","dem",4091
"LA","Evangeline Parish","dem",5757
"LA","Franklin Parish","dem",2828
"LA","Grant Parish","dem",1977
"LA","Iberia Parish","dem",12426
"LA","Iberville Parish","dem",8259
"LA","Jackson Parish","dem",2525
"LA","Jefferson Davis Parish","dem",4745
"LA","Jefferson Parish","dem",72136
"LA","La Salle Parish","dem",1155
"LA","Lafayette Parish","dem",31210
"LA","Lafourche Parish","dem",14417
"LA","Lincoln Parish","dem",7242
"LA","Livingston Parish","dem",9895
"LA","Madison Parish","dem",2334
"LA","Morehouse Parish","dem",5336
"LA","Natchitoches Parish","dem",7398
"LA","Orleans Parish","dem",152610
"LA","Ouachita Parish","dem",22016
"LA","Plaquemines Parish","dem",4181
"LA","Pointe Coupee Parish","dem",5712
"LA","Rapides Parish","dem",18904
"LA","Red River Parish","dem",2140
"LA","Richland Parish","dem",3082
"LA","Sabine Parish","dem",2743
"LA","Saint Bernard Parish","dem",9956
"LA","Saint Charles Parish","dem",8856
"LA","Saint Helena Parish","dem",3173
"LA","Saint James Parish","dem",6407
"LA","Saint John the Baptist Parish","dem",10305
"LA","Saint Landry Parish","dem",18166
"LA","Saint Martin Parish","dem",10321
"LA","Saint Mary Parish","dem",9547
"LA","Saint Tammany Parish","dem",24665
"LA","Tangipahoa Parish","dem",15345
"LA","Tensas Parish","dem",1469
"LA","Terrebonne Parish","dem",13684
"LA","Union Parish","dem",3089
"LA","Vermilion Parish","dem",9085
"LA","Vernon Parish","dem",4035
"LA","Washington Parish","dem",6554
"LA","Webster Parish","dem",6833
"LA","West Baton Rouge Parish","dem",4932
"LA","West Carroll Parish","dem",1231
"LA","West Feliciana Parish","dem",2214
"LA","Winn Parish","dem",2056
"MA","Barnstable County","dem",72156
"MA","Berkshire County","dem",47743
"MA","Bristol County","dem",147854
"MA","Dukes County","dem",7265
"MA","Essex County","dem",194068
"MA","Franklin County","dem",25550
"MA","Hampden County","dem",113710
"MA","Hampshire County","dem",51680
"MA","Middlesex County","dem",440862
"MA","Nantucket County","dem",3608
"MA","Norfolk County","dem",199392
"MA","Plymouth County","dem",125178
"MA","Suffolk County","dem",182592
"MA","Worcester County","dem",192142
"MD","Allegany County","dem",10576
"MD","Anne Arundel County","dem",103324
"MD","Baltimore City","dem",175022
"MD","Baltimore County","dem",182474
"MD","Calvert County","dem",15967
"MD","Caroline County","dem",3810
"MD","Carroll County","dem",22974
"MD","Cecil County","dem",14680
"MD","Charles County","dem",29354
"MD","Dorchester County","dem",5411
"MD","Frederick County","dem",39503
"MD","Garrett County","dem",3291
"MD","Harford County","dem",39685
"MD","Howard County","dem",72257
"MD","Kent County","dem",4278
"MD","Montgomery County","dem",273936
"MD","Prince George's County","dem",260532
"MD","Queen Anne's County","dem",7070
"MD","Saint Mary's County","dem",13776
"MD","Somerset County","dem",4034
"MD","Talbot County","dem",7367
"MD","Washington County","dem",20387
"MD","Wicomico County","dem",15137
"MD","Worcester County","dem",9648
"ME","Androscoggin County","dem",30503
"ME","Aroostook County","dem",19569
"ME","Cumberland County","dem",94846
"ME","Franklin County","dem",9458
"ME","Hancock County","dem",18048
"ME","Kennebec County","dem",35616
"ME","Knox County","dem",12690
"ME","Lincoln County","dem",11351
"ME","Oxford County","dem",16618
"ME","Penobscot County","dem",40386
"ME","Piscataquis County","dem",4409
"ME","Sagadahoc County","dem",11114
"ME","Somerset County","dem",13586
"ME","Waldo County","dem",11555
"ME","Washington County","dem",8391
"ME","York County","dem",58702
"MI","Alcona County","dem",2871
"MI","Alger County","dem",2395
"MI","Allegan County","dem",19355
"MI","Alpena County","dem",7407
"MI","Antrim County","dem",5072
"MI","Arenac County","dem",4076
"MI","Baraga County","dem",1660
"MI","Barry County","dem",11312
"MI","Bay County","dem",31049
"MI","Benzie County","dem",4383
"MI","Berrien County","dem",32846
"MI","Branch County","dem",7004
"MI","Calhoun County","dem",29891
"MI","Cass County","dem",9537
"MI","Charlevoix County","dem",5729
"MI","Cheboygan County","dem",5941
"MI","Chippewa County","dem",7203
"MI","Clare County","dem",6984
"MI","Clinton County","dem",15483
"MI","Crawford County","dem",3126
"MI","Delta County","dem",9381
"MI","Dickinson County","dem",5650
"MI","Eaton County","dem",25411
"MI","Emmet County","dem",6846
"MI","Genesee County","dem",128334
"MI","Gladwin County","dem",6343
"MI","Gogebic County","dem",4421
"MI","Grand Traverse County","dem",18256
"MI","Gratiot County","dem",7377
"MI","Hillsdale County","dem",7123
"MI","Houghton County","dem",6731
"MI","Huron County","dem",7629
"MI","Ingham County","dem",76877
"MI","Ionia County","dem",10647
"MI","Iosco County","dem",6557
"MI","Iron County","dem",3215
"MI","Isabella County","dem",12334
"MI","Jackson County","dem",31025
"MI","Kalamazoo County","dem",61462
"MI","Kalkaska County","dem",3189
"MI","Kent County","dem",116909
"MI","Keweenaw County","dem",630
"MI","Lake County","dem",2675
"MI","Lapeer County","dem",18086
"MI","Leelanau County","dem",6048
"MI","Lenawee County","dem",20787
"MI","Livingston County","dem",33991
"MI","Luce County","dem",1045
"MI","Mackinac County","dem",2819
"MI","Macomb County","dem",196160
"MI","Manistee County","dem",6272
"MI","Marquette County","dem",17412
"MI","Mason County","dem",6333
"MI","Mecosta County","dem",7730
"MI","Menominee County","dem",5326
"MI","Midland County","dem",18355
"MI","Missaukee County","dem",2319
"MI","Monroe County","dem",36089
"MI","Montcalm County","dem",11471
"MI","Montmorency County","dem",2196
"MI","Muskegon County","dem",44282
"MI","Newaygo County","dem",9057
"MI","Oakland County","dem",319387
"MI","Oceana County","dem",5441
"MI","Ogemaw County","dem",5215
"MI","Ontonagon County","dem",1863
"MI","Osceola County","dem",4467
"MI","Oscoda County","dem",1792
"MI","Otsego County","dem",4674
"MI","Ottawa County","dem",35552
"MI","Presque Isle County","dem",3432
"MI","Roscommon County","dem",6810
"MI","Saginaw County","dem",54887
"MI","Saint Clair County","dem",36174
"MI","Saint Joseph County","dem",9648
"MI","Sanilac County","dem",7883
"MI","Schoolcraft County","dem",2137
"MI","Shiawassee County","dem",16881
"MI","Tuscola County","dem",12631
"MI","Van Buren County","dem",16151
"MI","Washtenaw County","dem",109953
"MI","Wayne County","dem",600047
"MI","Wexford County","dem",6034
"MN","Aitkin County","dem",4539
